InvoiceLineID,CustomerCode,TransactionID,Description,Year,Month,Day,PackageTypeID,Quantity,Sales,TotalDryItems,TotalChillerItems
675,547,19114,3 kg Courier post bag (White) 300x190x95mm,2018,1,5,7,125,125,4,0
676,547,19114,Furry animal socks (Pink) M,2018,1,5,10,72,360,4,0
677,547,19114,IT joke mug - keyboard not found … press F1 to continue (Black),2018,1,5,7,6,78,4,0
678,547,19114,10 mm Anti static bubble wrap (Blue) 20m,2018,1,5,7,60,2520,4,0
679,483,17464,Superhero action jacket (Blue) 3XS,2018,1,5,7,4,100,2,0
680,483,17464,Furry animal socks (Pink) S,2018,1,5,10,48,240,2,0
681,80,19736,Small 9mm replacement blades 9mm,2018,1,5,7,50,200,3,0
682,80,19736,Tape dispenser (Red),2018,1,5,7,30,960,3,0
683,80,19736,Pack of 12 action figures (male),2018,1,5,9,1,16,3,0
684,2,18246,Furry gorilla with big eyes slippers (Black) XL,2018,1,5,7,3,96,4,0
685,2,18246,Plush shark slippers (Gray) S,2018,1,5,7,9,288,4,0
686,2,18246,Developer joke mug - old C developers never die (White),2018,1,5,7,3,39,4,0
687,2,18246,"Developer joke mug - (hip, hip, array) (White)",2018,1,5,7,4,52,4,0
688,75,19601,DBA joke mug - SELECT caffeine FROM mug (Black),2018,1,5,7,6,78,2,0
689,75,19601,USB missile launcher (Green),2018,1,5,7,10,250,2,0
690,415,15598,USB food flash drive - dim sum 10 drive variety pack,2018,1,5,9,9,2160,2,0
691,415,15598,Shipping carton (Brown) 413x285x187mm,2018,1,5,7,50,50,2,0
692,976,18883,IT joke mug - hardware: part of the computer that can be kicked (Black),2018,1,5,7,3,39,2,0
693,976,18883,DBA joke mug - two types of DBAs (White),2018,1,5,7,4,52,2,0
694,135,18224,Developer joke mug - fun was unexpected at this time (White),2018,1,5,7,10,130,3,0
695,135,18224,RC toy sedan car with remote control (Blue) 1/50 scale,2018,1,5,7,8,200,3,0
696,135,18224,"""The Gu"" red shirt XML tag t-shirt (White) L",2018,1,5,7,24,432,3,0
697,473,14654,Red and white urgent despatch tape 48mmx75m,2018,1,5,7,144,576,2,0
698,473,14654,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2018,1,5,7,24,432,2,0
699,6,15464,Developer joke mug - when your hammer is C++ (Black),2018,1,5,7,2,26,3,0
700,6,15464,RC toy sedan car with remote control (Blue) 1/50 scale,2018,1,5,7,8,200,3,0
701,6,15464,Developer joke mug - that's a hardware problem (Black),2018,1,5,7,7,91,3,0
702,967,17617,Developer joke mug - Oct 31 = Dec 25 (Black),2018,1,5,7,9,117,4,0
703,967,17617,RC vintage American toy coupe with remote control (Black) 1/50 scale,2018,1,5,7,9,270,4,0
704,967,17617,RC toy sedan car with remote control (Pink) 1/50 scale,2018,1,5,7,1,25,4,0
705,967,17617,RC toy sedan car with remote control (Yellow) 1/50 scale,2018,1,5,7,7,175,4,0
706,856,13341,Void fill 100 L bag (White) 100L,2018,1,5,7,30,390,4,0
707,856,13341,Animal with big feet slippers (Brown) L,2018,1,5,7,3,96,4,0
708,856,13341,DBA joke mug - I will get you in order (White),2018,1,5,7,4,52,4,0
709,856,13341,Animal with big feet slippers (Brown) M,2018,1,5,7,5,160,4,0
710,172,17511,"""The Gu"" red shirt XML tag t-shirt (Black) 7XL",2018,1,5,7,72,1296,3,0
711,172,17511,USB food flash drive - chocolate bar,2018,1,5,7,10,320,3,0
712,172,17511,USB rocket launcher (Gray),2018,1,5,7,2,50,3,0
713,823,10853,Black and yellow heavy despatch tape  48mmx75m,2018,1,5,7,72,288,1,0
714,122,10743,DBA joke mug - it depends (Black),2018,1,5,7,3,39,3,0
715,122,10743,DBA joke mug - mind if I join you? (Black),2018,1,5,7,7,91,3,0
716,122,10743,Black and orange glass with care despatch tape  48mmx100m,2018,1,5,7,72,288,3,0
717,100,19327,USB food flash drive - fortune cookie,2018,1,5,7,1,32,2,0
718,100,19327,"Developer joke mug - (hip, hip, array) (Black)",2018,1,5,7,3,39,2,0
719,504,16642,"""The Gu"" red shirt XML tag t-shirt (Black) XS",2018,1,5,7,120,2160,2,0
720,504,16642,Developer joke mug - old C developers never die (White),2018,1,5,7,2,26,2,0
721,64,10358,RC toy sedan car with remote control (Red) 1/50 scale,2018,1,5,7,4,100,2,0
722,64,10358,Ogre battery-powered slippers (Green) L,2018,1,5,7,6,192,2,0
723,873,11471,Furry animal socks (Pink) S,2018,1,5,10,48,240,3,0
724,873,11471,Halloween zombie mask (Light Brown) XL,2018,1,5,7,48,864,3,0
725,873,11471,DBA joke mug - two types of DBAs (White),2018,1,5,7,1,13,3,0
726,116,10768,"""The Gu"" red shirt XML tag t-shirt (Black) XL",2018,1,5,7,48,864,3,0
727,116,10768,32 mm Anti static bubble wrap (Blue) 20m,2018,1,5,7,20,960,3,0
728,116,10768,Medium sized bubblewrap roll 20m,2018,1,5,7,40,800,3,0
729,140,12452,Ride on toy sedan car (Pink) 1/12 scale,2018,1,5,7,3,690,3,0
730,140,12452,Shipping carton (Brown) 480x270x320mm,2018,1,5,7,150,450,3,0
731,140,12452,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",2018,1,5,7,72,1296,3,0
732,563,18447,USB rocket launcher (Gray),2018,1,5,7,10,250,2,0
733,563,18447,Developer joke mug - understanding recursion requires understanding recursion (White),2018,1,5,7,9,117,2,0
734,143,14771,Shipping carton (Brown) 279x254x217mm,2018,1,5,7,50,50,3,0
735,143,14771,Superhero action jacket (Blue) 5XL,2018,1,5,7,8,272,3,0
736,143,14771,Pack of 12 action figures (female),2018,1,5,9,4,64,3,0
737,521,17133,DBA joke mug - it depends (White),2018,1,5,7,3,39,2,0
738,521,17133,Developer joke mug - inheritance is the OO way to become wealthy (Black),2018,1,5,7,10,130,2,0
739,422,13668,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",2018,1,5,7,24,432,2,0
740,422,13668,Animal with big feet slippers (Brown) S,2018,1,5,7,7,224,2,0
741,948,19927,32 mm Double sided bubble wrap 10m,2018,1,5,7,80,1760,3,0
742,948,19927,10 mm Anti static bubble wrap (Blue) 20m,2018,1,5,7,90,3780,3,0
743,948,19927,Developer joke mug - this code was generated by a tool (White),2018,1,5,7,10,130,3,0
744,473,19258,Ride on vintage American toy coupe (Black) 1/12 scale,2018,1,5,7,3,855,1,0
745,944,19997,Furry animal socks (Pink) XL,2018,1,5,10,60,300,4,0
746,944,19997,32 mm Anti static bubble wrap (Blue) 50m,2018,1,5,7,50,5250,4,0
747,944,19997,Superhero action jacket (Blue) 5XL,2018,1,5,7,3,102,4,0
748,944,19997,Developer joke mug - understanding recursion requires understanding recursion (Black),2018,1,5,7,1,13,4,0
749,109,17099,Clear packaging tape 48mmx75m,2018,1,5,7,104,312,3,0
750,109,17099,Black and orange glass with care despatch tape 48mmx75m,2018,1,5,7,48,192,3,0
751,109,17099,Small 9mm replacement blades 9mm,2018,1,5,7,40,160,3,0
752,107,18351,USB food flash drive - shrimp cocktail,2018,1,5,7,1,32,5,0
753,107,18351,Halloween skull mask (Gray) M,2018,1,5,7,96,1728,5,0
754,107,18351,Developer joke mug - a foo walks into a bar (White),2018,1,5,7,6,78,5,0
755,107,18351,Furry animal socks (Pink) XL,2018,1,5,10,60,300,5,0
756,107,18351,Ride on toy sedan car (Yellow) 1/12 scale,2018,1,5,7,1,230,5,0
757,42,10207,Office cube periscope (Black),2018,1,5,7,100,1900,4,0
758,42,10207,Clear packaging tape 48mmx100m,2018,1,5,7,140,560,4,0
759,42,10207,Shipping carton (Brown) 229x229x229mm,2018,1,5,7,175,175,4,0
760,42,10207,Shipping carton (Brown) 457x279x279mm,2018,1,5,7,50,50,4,0
761,586,17111,Ride on big wheel monster truck (Black) 1/12 scale,2018,1,5,7,6,2070,4,0
762,586,17111,Developer joke mug - inheritance is the OO way to become wealthy (White),2018,1,5,7,4,52,4,0
763,586,17111,Black and orange this way up despatch tape 48mmx75m,2018,1,5,7,216,864,4,0
764,586,17111,10 mm Anti static bubble wrap (Blue) 50m,2018,1,5,7,40,3960,4,0
765,549,12102,32 mm Anti static bubble wrap (Blue) 20m,2018,1,5,7,60,2880,4,0
766,549,12102,Bubblewrap dispenser (Red) 1.5m,2018,1,5,7,6,1440,4,0
767,549,12102,Large  replacement blades 18mm,2018,1,5,7,90,360,4,0
768,549,12102,Red and white urgent  heavy despatch tape  48mmx100m,2018,1,5,7,120,480,4,0
769,469,17811,Shipping carton (Brown) 500x310x310mm,2018,1,5,7,150,450,3,0
770,469,17811,Furry gorilla with big eyes slippers (Black) XL,2018,1,5,7,5,160,3,0
771,469,17811,10 mm Anti static bubble wrap (Blue) 10m,2018,1,5,7,100,2600,3,0
772,29,15301,DBA joke mug - you might be a DBA if (Black),2018,1,7,7,7,91,2,0
773,29,15301,32 mm Double sided bubble wrap 50m,2018,1,7,7,70,7840,2,0
774,37,19170,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL",2018,1,7,7,72,1296,2,0
775,37,19170,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",2018,1,7,7,48,864,2,0
776,38,10757,Developer joke mug - when your hammer is C++ (White),2018,1,7,7,8,104,2,0
777,38,10757,DBA joke mug - mind if I join you? (White),2018,1,7,7,7,91,2,0
778,38,18233,20 mm Double sided bubble wrap 50m,2018,1,7,7,100,10800,1,0
779,39,13897,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL",2018,1,7,7,96,1728,4,0
780,39,13897,"""The Gu"" red shirt XML tag t-shirt (White) L",2018,1,7,7,60,1080,4,0
781,39,13897,RC toy sedan car with remote control (Black) 1/50 scale,2018,1,7,7,10,250,4,0
782,39,13897,Dinosaur battery-powered slippers (Green) S,2018,1,7,7,2,64,4,0
783,42,13555,"""The Gu"" red shirt XML tag t-shirt (White) M",2018,1,7,7,60,1080,3,0
784,42,13555,Ride on toy sedan car (Green) 1/12 scale,2018,1,7,7,10,2300,3,0
785,42,13555,Tape dispenser (Black),2018,1,7,7,100,3200,3,0
786,44,17679,Developer joke mug - Oct 31 = Dec 25 (Black),2018,1,7,7,3,39,5,0
787,44,17679,Halloween zombie mask (Light Brown) XL,2018,1,7,7,84,1512,5,0
788,44,17679,RC toy sedan car with remote control (Green) 1/50 scale,2018,1,7,7,6,150,5,0
789,44,17679,Superhero action jacket (Blue) 3XS,2018,1,7,7,3,75,5,0
790,44,17679,DBA joke mug - two types of DBAs (Black),2018,1,7,7,3,39,5,0
791,62,10495,Halloween zombie mask (Light Brown) S,2018,1,7,7,60,1080,2,0
792,62,10495,Bubblewrap dispenser (Black) 1.5m,2018,1,7,7,6,1440,2,0
793,66,11289,Developer joke mug - fun was unexpected at this time (White),2018,1,7,7,9,117,4,0
794,66,11289,Air cushion film 200mmx100mm 325m,2018,1,7,7,5,435,4,0
795,66,11289,RC toy sedan car with remote control (Black) 1/50 scale,2018,1,7,7,10,250,4,0
796,66,11289,RC vintage American toy coupe with remote control (Black) 1/50 scale,2018,1,7,7,9,270,4,0
797,74,19926,10 mm Double sided bubble wrap 20m,2018,1,7,7,10,300,4,0
798,74,19926,Halloween skull mask (Gray) M,2018,1,7,7,12,216,4,0
799,74,19926,Packing knife with metal insert blade (Yellow) 18mm,2018,1,7,7,25,50,4,0
800,74,19926,"""The Gu"" red shirt XML tag t-shirt (Black) L",2018,1,7,7,96,1728,4,0
801,82,10489,"""The Gu"" red shirt XML tag t-shirt (Black) 7XL",2018,1,7,7,60,1080,4,0
802,82,10489,DBA joke mug - it depends (White),2018,1,7,7,3,39,4,0
803,82,10489,Furry gorilla with big eyes slippers (Black) S,2018,1,7,7,1,32,4,0
804,82,10489,Black and orange glass with care despatch tape  48mmx100m,2018,1,7,7,96,384,4,0
805,87,10350,Black and orange this way up despatch tape 48mmx75m,2018,1,7,7,48,192,4,0
806,87,10350,DBA joke mug - I will get you in order (White),2018,1,7,7,1,13,4,0
807,87,10350,Packing knife with metal insert blade (Yellow) 18mm,2018,1,7,7,45,90,4,0
808,87,10350,Developer joke mug - when your hammer is C++ (White),2018,1,7,7,9,117,4,0
809,92,14366,Developer joke mug - fun was unexpected at this time (White),2018,1,7,7,6,78,3,0
810,92,14366,Dinosaur battery-powered slippers (Green) L,2018,1,7,7,3,96,3,0
811,92,14366,"""The Gu"" red shirt XML tag t-shirt (White) M",2018,1,7,7,72,1296,3,0
812,94,17175,32 mm Anti static bubble wrap (Blue) 10m,2018,1,7,7,70,2240,2,0
813,94,17175,20 mm Anti static bubble wrap (Blue) 50m,2018,1,7,7,30,3060,2,0
814,98,14388,10 mm Double sided bubble wrap 10m,2018,1,7,7,40,600,5,0
815,98,14388,"""The Gu"" red shirt XML tag t-shirt (Black) 3XL",2018,1,7,7,12,216,5,0
816,98,14388,Black and yellow heavy despatch tape  48mmx75m,2018,1,7,7,48,192,5,0
817,98,14388,Medium sized bubblewrap roll 20m,2018,1,7,7,30,600,5,0
818,98,14388,Black and orange handle with care despatch tape  48mmx100m,2018,1,7,7,240,960,5,0
819,99,16967,Ride on toy sedan car (Pink) 1/12 scale,2018,1,7,7,3,690,4,0
820,99,16967,USB food flash drive - pizza slice,2018,1,7,7,5,160,4,0
821,99,16967,Developer joke mug - there are 10 types of people in the world (White),2018,1,7,7,9,117,4,0
822,99,16967,USB food flash drive - dessert 10 drive variety pack,2018,1,7,9,3,720,4,0
823,100,17977,"""The Gu"" red shirt XML tag t-shirt (White) XXL",2018,1,7,7,84,1512,1,0
824,102,17397,DBA joke mug - I will get you in order (Black),2018,1,7,7,1,13,2,0
825,102,17397,Superhero action jacket (Blue) 5XL,2018,1,7,7,1,34,2,0
826,110,10956,Void fill 300 L bag (White) 300L,2018,1,7,7,20,760,2,0
827,110,10956,Large sized bubblewrap roll 50m,2018,1,7,7,100,2400,2,0
828,119,11878,"""The Gu"" red shirt XML tag t-shirt (White) XL",2018,1,7,7,120,2160,5,0
829,119,11878,Superhero action jacket (Blue) 3XS,2018,1,7,7,2,50,5,0
830,119,11878,Air cushion film 200mmx100mm 325m,2018,1,7,7,10,870,5,0
831,119,11878,Superhero action jacket (Blue) XXS,2018,1,7,7,2,50,5,0
832,119,11878,Packing knife with metal insert blade (Yellow) 9mm,2018,1,7,7,25,50,5,0
833,124,15932,USB food flash drive - cookie,2018,1,7,7,3,96,5,0
834,124,15932,Halloween zombie mask (Light Brown) S,2018,1,7,7,60,1080,5,0
835,124,15932,Developer joke mug - inheritance is the OO way to become wealthy (White),2018,1,7,7,10,130,5,0
836,124,15932,Ride on toy sedan car (Yellow) 1/12 scale,2018,1,7,7,8,1840,5,0
837,124,15932,DBA joke mug - it depends (White),2018,1,7,7,3,39,5,0
838,124,13692,Tape dispenser (Blue),2018,1,7,7,50,1600,2,0
839,124,13692,USB food flash drive - hot dog,2018,1,7,7,8,256,2,0
840,124,13155,10 mm Anti static bubble wrap (Blue) 50m,2018,1,7,7,40,3960,4,0
841,124,13155,Ride on toy sedan car (Pink) 1/12 scale,2018,1,7,7,9,2070,4,0
842,124,13155,"""The Gu"" red shirt XML tag t-shirt (Black) 7XL",2018,1,7,7,48,864,4,0
843,124,13155,USB food flash drive - hamburger,2018,1,7,7,2,64,4,0
844,125,12672,"Developer joke mug - (hip, hip, array) (White)",2018,1,7,7,6,78,3,0
845,125,12672,Developer joke mug - a foo walks into a bar (Black),2018,1,7,7,8,104,3,0
846,125,12672,Halloween skull mask (Gray) S,2018,1,7,7,72,1296,3,0
847,132,13280,USB food flash drive - hot dog,2018,1,7,7,7,224,2,0
848,132,13280,Red and white urgent despatch tape 48mmx75m,2018,1,7,7,48,192,2,0
849,137,15543,Superhero action jacket (Blue) XL,2018,1,7,7,9,270,4,0
850,137,15543,Ride on toy sedan car (Black) 1/12 scale,2018,1,7,7,5,1150,4,0
851,137,15543,"""The Gu"" red shirt XML tag t-shirt (White) 6XL",2018,1,7,7,96,1728,4,0
852,137,15543,USB food flash drive - hot dog,2018,1,7,7,7,224,4,0
853,141,10526,Pack of 12 action figures (variety),2018,1,7,9,4,64,3,0
854,141,10526,Shipping carton (Brown) 229x229x229mm,2018,1,7,7,200,200,3,0
855,141,10526,USB food flash drive - pizza slice,2018,1,7,7,7,224,3,0
856,143,14771,USB food flash drive - cookie,2018,1,7,7,9,288,1,0
857,144,11546,Void fill 300 L bag (White) 300L,2018,1,7,7,40,1520,5,0
858,144,11546,Developer joke mug - this code was generated by a tool (White),2018,1,7,7,1,13,5,0
859,144,11546,Ride on toy sedan car (Green) 1/12 scale,2018,1,7,7,1,230,5,0
860,144,11546,USB food flash drive - banana,2018,1,7,7,2,64,5,0
861,144,11546,USB food flash drive - sushi roll,2018,1,7,7,3,96,5,0
862,147,15100,Ride on vintage American toy coupe (Black) 1/12 scale,2018,1,7,7,4,1140,2,0
863,147,15100,Bubblewrap dispenser (Black) 1.5m,2018,1,7,7,10,2400,2,0
864,149,17390,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",2018,1,7,7,24,432,3,0
865,149,17390,Developer joke mug - fun was unexpected at this time (Black),2018,1,7,7,1,13,3,0
866,149,17390,20 mm Double sided bubble wrap 50m,2018,1,7,7,50,5400,3,0
867,172,17511,Shipping carton (Brown) 413x285x187mm,2018,1,7,7,250,250,2,0
868,172,17511,USB food flash drive - dim sum 10 drive variety pack,2018,1,7,9,7,1680,2,0
869,178,19891,Ride on vintage American toy coupe (Red) 1/12 scale,2018,1,7,7,3,855,4,0
870,178,19891,Superhero action jacket (Blue) 4XL,2018,1,7,7,9,306,4,0
871,178,19891,"Developer joke mug - (hip, hip, array) (Black)",2018,1,7,7,10,130,4,0
872,178,19891,USB food flash drive - fortune cookie,2018,1,7,7,2,64,4,0
873,191,16790,DBA joke mug - daaaaaa-ta (Black),2018,1,7,7,7,91,4,0
874,191,16790,3 kg Courier post bag (White) 300x190x95mm,2018,1,7,7,225,225,4,0
875,191,16790,"""The Gu"" red shirt XML tag t-shirt (White) 4XL",2018,1,7,7,12,216,4,0
876,191,16790,USB food flash drive - pizza slice,2018,1,7,7,1,32,4,0
877,196,10492,Void fill 300 L bag (White) 300L,2018,1,7,7,80,3040,1,0
878,406,11262,Developer joke mug - fun was unexpected at this time (Black),2018,1,7,7,7,91,5,0
879,406,11262,"""The Gu"" red shirt XML tag t-shirt (White) XS",2018,1,7,7,48,864,5,0
880,406,11262,Clear packaging tape 48mmx75m,2018,1,7,7,260,780,5,0
881,406,11262,Void fill 100 L bag (White) 100L,2018,1,7,7,50,650,5,0
882,406,11262,Superhero action jacket (Blue) L,2018,1,7,7,1,30,5,0
883,407,15154,"""The Gu"" red shirt XML tag t-shirt (White) XS",2018,1,7,7,84,1512,4,0
884,407,15154,Shipping carton (Brown) 480x270x320mm,2018,1,7,7,25,75,4,0
885,407,15154,RC toy sedan car with remote control (Red) 1/50 scale,2018,1,7,7,5,125,4,0
886,407,15154,"Developer joke mug - (hip, hip, array) (White)",2018,1,7,7,3,39,4,0
887,418,19117,RC toy sedan car with remote control (Black) 1/50 scale,2018,1,7,7,7,175,3,0
888,418,19117,Developer joke mug - old C developers never die (Black),2018,1,7,7,1,13,3,0
889,418,19117,Permanent marker black 5mm nib (Black) 5mm,2018,1,7,7,108,324,3,0
890,421,18369,DBA joke mug - two types of DBAs (Black),2018,1,7,7,5,65,5,0
891,421,18369,"""The Gu"" red shirt XML tag t-shirt (Black) XL",2018,1,7,7,108,1944,5,0
892,421,18369,DBA joke mug - daaaaaa-ta (White),2018,1,7,7,8,104,5,0
893,421,18369,Ride on big wheel monster truck (Black) 1/12 scale,2018,1,7,7,6,2070,5,0
894,421,18369,Developer joke mug - fun was unexpected at this time (White),2018,1,7,7,10,130,5,0
895,432,17204,RC big wheel monster truck with remote control (Black) 1/50 scale,2018,1,7,7,4,180,5,0
896,432,17204,RC toy sedan car with remote control (Red) 1/50 scale,2018,1,7,7,5,125,5,0
897,432,17204,"""The Gu"" red shirt XML tag t-shirt (Black) XL",2018,1,7,7,60,1080,5,0
898,432,17204,USB missile launcher (Green),2018,1,7,7,5,125,5,0
899,432,17204,Ride on vintage American toy coupe (Black) 1/12 scale,2018,1,7,7,9,2565,5,0
900,435,19779,Furry gorilla with big eyes slippers (Black) XL,2018,1,7,7,8,256,2,0
901,435,19779,10 mm Double sided bubble wrap 50m,2018,1,7,7,80,8400,2,0
902,438,14156,Shipping carton (Brown) 279x254x217mm,2018,1,7,7,225,225,1,0
903,453,18554,Superhero action jacket (Blue) M,2018,1,7,7,10,300,3,0
904,453,18554,Ride on toy sedan car (Red) 1/12 scale,2018,1,7,7,1,230,3,0
905,453,18554,Furry animal socks (Pink) XL,2018,1,7,10,84,420,3,0
906,458,10470,Alien officer hoodie (Black) 4XL,2018,1,7,7,10,350,4,0
907,458,10470,10 mm Double sided bubble wrap 10m,2018,1,7,7,40,600,4,0
908,458,10470,"""The Gu"" red shirt XML tag t-shirt (Black) 3XS",2018,1,7,7,72,1296,4,0
909,458,10470,Developer joke mug - this code was generated by a tool (White),2018,1,7,7,9,117,4,0
910,470,17297,Superhero action jacket (Blue) M,2018,1,7,7,9,270,2,0
911,470,17297,IT joke mug - that behavior is by design (White),2018,1,7,7,5,65,2,0
912,473,19258,Halloween zombie mask (Light Brown) L,2018,1,7,7,84,1512,1,0
913,475,13930,Developer joke mug - fun was unexpected at this time (White),2018,1,7,7,4,52,4,0
914,475,13930,Animal with big feet slippers (Brown) M,2018,1,7,7,5,160,4,0
915,475,13930,Developer joke mug - inheritance is the OO way to become wealthy (Black),2018,1,7,7,5,65,4,0
916,475,13930,Alien officer hoodie (Black) 3XL,2018,1,7,7,8,280,4,0
917,477,12493,Alien officer hoodie (Black) 5XL,2018,1,7,7,4,140,2,0
918,477,12493,Furry gorilla with big eyes slippers (Black) XL,2018,1,7,7,1,32,2,0
919,478,19429,DBA joke mug - two types of DBAs (White),2018,1,7,7,8,104,3,0
920,478,19429,Tape dispenser (Blue),2018,1,7,7,60,1920,3,0
921,478,19429,Superhero action jacket (Blue) 4XL,2018,1,7,7,10,340,3,0
922,481,10514,Black and orange glass with care despatch tape  48mmx100m,2018,1,7,7,72,288,5,0
923,481,10514,Superhero action jacket (Blue) S,2018,1,7,7,3,75,5,0
924,481,10514,32 mm Double sided bubble wrap 20m,2018,1,7,7,100,3700,5,0
925,481,10514,"""The Gu"" red shirt XML tag t-shirt (Black) XS",2018,1,7,7,96,1728,5,0
926,481,10514,DBA joke mug - daaaaaa-ta (Black),2018,1,7,7,8,104,5,0
927,491,19783,DBA joke mug - I will get you in order (White),2018,1,7,7,8,104,5,0
928,491,19783,Dinosaur battery-powered slippers (Green) M,2018,1,7,7,6,192,5,0
929,491,19783,Black and orange handle with care despatch tape  48mmx100m,2018,1,7,7,144,576,5,0
930,491,19783,"""The Gu"" red shirt XML tag t-shirt (Black) S",2018,1,7,7,108,1944,5,0
931,491,19783,Pack of 12 action figures (male),2018,1,7,9,5,80,5,0
932,497,17042,Large sized bubblewrap roll 50m,2018,1,7,7,40,960,3,0
933,497,17042,RC toy sedan car with remote control (Black) 1/50 scale,2018,1,7,7,9,225,3,0
934,497,17042,Developer joke mug - a foo walks into a bar (Black),2018,1,7,7,4,52,3,0
935,504,16102,Developer joke mug - inheritance is the OO way to become wealthy (White),2018,1,7,7,4,52,2,0
936,504,16102,Black and yellow heavy despatch tape 48mmx100m,2018,1,7,7,24,96,2,0
937,504,16642,Void fill 300 L bag (White) 300L,2018,1,7,7,50,1900,1,0
938,510,13205,"""The Gu"" red shirt XML tag t-shirt (White) XXL",2018,1,7,7,96,1728,2,0
939,510,13205,Superhero action jacket (Blue) 5XL,2018,1,7,7,7,238,2,0
940,518,19556,"Developer joke mug - (hip, hip, array) (White)",2018,1,7,7,2,26,2,0
941,518,19556,Permanent marker red 5mm nib (Red) 5mm,2018,1,7,7,12,36,2,0
942,521,10756,"Developer joke mug - (hip, hip, array) (Black)",2018,1,7,7,6,78,2,0
943,521,10756,Dinosaur battery-powered slippers (Green) M,2018,1,7,7,10,320,2,0
944,535,12783,20 mm Double sided bubble wrap 10m,2018,1,7,7,70,1260,4,0
945,535,12783,RC toy sedan car with remote control (Black) 1/50 scale,2018,1,7,7,8,200,4,0
946,535,12783,Plush shark slippers (Gray) M,2018,1,7,7,4,128,4,0
947,535,12783,Ride on toy sedan car (Pink) 1/12 scale,2018,1,7,7,8,1840,4,0
948,535,12180,Permanent marker red 5mm nib (Red) 5mm,2018,1,7,7,12,36,2,0
949,535,12180,USB food flash drive - fortune cookie,2018,1,7,7,6,192,2,0
950,540,14576,USB food flash drive - shrimp cocktail,2018,1,7,7,4,128,3,0
951,540,14576,Superhero action jacket (Blue) 3XL,2018,1,7,7,5,170,3,0
952,540,14576,Superhero action jacket (Blue) S,2018,1,7,7,1,25,3,0
953,546,17188,32 mm Anti static bubble wrap (Blue) 50m,2018,1,7,7,40,4200,5,0
954,546,17188,"Developer joke mug - (hip, hip, array) (White)",2018,1,7,7,7,91,5,0
955,546,17188,"""The Gu"" red shirt XML tag t-shirt (White) M",2018,1,7,7,36,648,5,0
956,546,17188,DBA joke mug - two types of DBAs (White),2018,1,7,7,3,39,5,0
957,546,17188,Halloween zombie mask (Light Brown) M,2018,1,7,7,120,2160,5,0
958,547,16277,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2018,1,7,7,108,1944,3,0
959,547,16277,Packing knife with metal insert blade (Yellow) 9mm,2018,1,7,7,50,100,3,0
960,547,16277,"""The Gu"" red shirt XML tag t-shirt (Black) XL",2018,1,7,7,96,1728,3,0
961,547,19114,"""The Gu"" red shirt XML tag t-shirt (White) XXL",2018,1,7,7,72,1296,1,0
962,549,12102,DBA joke mug - mind if I join you? (Black),2018,1,7,7,6,78,1,0
963,555,16665,USB rocket launcher (Gray),2018,1,7,7,1,25,2,0
964,555,16665,"""The Gu"" red shirt XML tag t-shirt (White) L",2018,1,7,7,12,216,2,0
965,556,10741,Packing knife with metal insert blade (Yellow) 18mm,2018,1,7,7,15,30,3,0
966,556,10741,Void fill 400 L bag (White) 400L,2018,1,7,7,50,2500,3,0
967,556,10741,DBA joke mug - it depends (Black),2018,1,7,7,10,130,3,0
968,567,12268,IT joke mug - keyboard not found … press F1 to continue (White),2018,1,7,7,3,39,4,0
969,567,12268,20 mm Anti static bubble wrap (Blue) 50m,2018,1,7,7,80,8160,4,0
970,567,12268,Pack of 12 action figures (variety),2018,1,7,9,1,16,4,0
971,567,12268,"Developer joke mug - (hip, hip, array) (White)",2018,1,7,7,5,65,4,0
972,575,18203,DBA joke mug - SELECT caffeine FROM mug (Black),2018,1,7,7,1,13,2,0
973,575,18203,IT joke mug - keyboard not found … press F1 to continue (Black),2018,1,7,7,5,65,2,0
974,576,15748,10 mm Double sided bubble wrap 20m,2018,1,7,7,40,1200,1,0
975,577,14014,Dinosaur battery-powered slippers (Green) L,2018,1,7,7,10,320,4,0
976,577,14014,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",2018,1,7,7,120,2160,4,0
977,577,14014,Developer joke mug - this code was generated by a tool (White),2018,1,7,7,1,13,4,0
978,577,14014,DBA joke mug - SELECT caffeine FROM mug (White),2018,1,7,7,1,13,4,0
979,577,12795,10 mm Double sided bubble wrap 20m,2018,1,7,7,40,1200,5,0
980,577,12795,USB food flash drive - shrimp cocktail,2018,1,7,7,7,224,5,0
981,577,12795,DBA joke mug - it depends (White),2018,1,7,7,2,26,5,0
982,577,12795,Shipping carton (Brown) 356x356x279mm,2018,1,7,7,175,350,5,0
983,577,12795,Shipping carton (Brown) 457x279x279mm,2018,1,7,7,100,100,5,0
984,580,10325,20 mm Double sided bubble wrap 50m,2018,1,7,7,80,8640,1,0
985,586,17111,IT joke mug - keyboard not found … press F1 to continue (Black),2018,1,7,7,8,104,1,0
